,record,bad,cumulative bad %,cumulative total %,pred_col
0.703,4,0,94.16800428036383,60.622866894197955,prob_RF
0.704,8,1,94.22150882825039,60.736632536973836,prob_RF
0.705,7,0,94.22150882825039,60.83617747440273,prob_RF
0.706,5,1,94.27501337613697,60.90728100113766,prob_RF
0.707,4,1,94.32851792402354,60.9641638225256,prob_RF
0.708,7,1,94.3820224719101,61.063708759954494,prob_RF
0.709,6,1,94.43552701979668,61.1490329920364,prob_RF
0.71,5,1,94.48903156768326,61.22013651877133,prob_RF
0.711,7,0,94.48903156768326,61.31968145620023,prob_RF
0.712,6,1,94.54253611556982,61.405005688282145,prob_RF
0.713,5,2,94.64954521134297,61.47610921501706,prob_RF
0.714,5,1,94.70304975922953,61.54721274175199,prob_RF
0.715,7,1,94.7565543071161,61.64675767918089,prob_RF
0.716,2,0,94.7565543071161,61.67519908987485,prob_RF
0.717,6,0,94.7565543071161,61.760523321956775,prob_RF
0.718,3,1,94.81005885500268,61.80318543799772,prob_RF
0.719,7,1,94.86356340288926,61.902730375426614,prob_RF
0.72,5,0,94.86356340288926,61.973833902161545,prob_RF
0.721,5,0,94.86356340288926,62.044937428896475,prob_RF
0.722,6,1,94.91706795077582,62.130261660978384,prob_RF
0.723,8,0,94.91706795077582,62.244027303754265,prob_RF
0.724,14,0,94.91706795077582,62.44311717861206,prob_RF
0.725,15,3,95.07758159443553,62.65642775881683,prob_RF
0.726,12,1,95.13108614232209,62.82707622298066,prob_RF
0.727,7,1,95.18459069020867,62.92662116040956,prob_RF
0.728,11,1,95.23809523809523,63.08304891922639,prob_RF
0.729,13,1,95.2915997859818,63.2679180887372,prob_RF
0.73,12,0,95.2915997859818,63.43856655290102,prob_RF
0.731,7,2,95.39860888175495,63.53811149032992,prob_RF
0.732,7,0,95.39860888175495,63.63765642775881,prob_RF
0.733,9,2,95.50561797752809,63.76564277588168,prob_RF
0.734,7,2,95.61262707330123,63.865187713310576,prob_RF
0.735,17,3,95.77314071696095,64.10693970420934,prob_RF
0.736,18,2,95.88014981273409,64.36291240045506,prob_RF
0.737,13,2,95.98715890850723,64.54778156996586,prob_RF
0.738,9,0,95.98715890850723,64.67576791808874,prob_RF
0.739,11,3,96.14767255216692,64.83219567690558,prob_RF
0.74,5,0,96.14767255216692,64.9032992036405,prob_RF
0.741,11,1,96.2011771000535,65.05972696245735,prob_RF
0.742,5,0,96.2011771000535,65.13083048919226,prob_RF
0.743,8,1,96.25468164794007,65.24459613196815,prob_RF
0.744,6,0,96.25468164794007,65.32992036405005,prob_RF
0.745,6,1,96.30818619582665,65.41524459613197,prob_RF
0.746,6,2,96.41519529159979,65.50056882821387,prob_RF
0.747,6,1,96.46869983948636,65.58589306029579,prob_RF
0.748,4,0,96.46869983948636,65.64277588168373,prob_RF
0.749,8,0,96.46869983948636,65.7565415244596,prob_RF
0.75,4,1,96.52220438737292,65.81342434584755,prob_RF
0.751,10,1,96.5757089352595,65.95563139931741,prob_RF
0.752,8,1,96.62921348314607,66.06939704209329,prob_RF
0.753,4,0,96.62921348314607,66.12627986348123,prob_RF
0.754,3,0,96.62921348314607,66.16894197952219,prob_RF
0.755,3,0,96.62921348314607,66.21160409556313,prob_RF
0.756,5,0,96.62921348314607,66.28270762229806,prob_RF
0.757,6,1,96.68271803103264,66.36803185437998,prob_RF
0.758,9,0,96.68271803103264,66.49601820250285,prob_RF
0.759,9,1,96.73622257891921,66.62400455062571,prob_RF
0.76,12,0,96.73622257891921,66.79465301478953,prob_RF
0.761,8,0,96.73622257891921,66.90841865756542,prob_RF
0.762,6,1,96.78972712680579,66.99374288964732,prob_RF
0.763,7,0,96.78972712680579,67.09328782707622,prob_RF
0.764,7,0,96.78972712680579,67.19283276450511,prob_RF
0.765,4,0,96.78972712680579,67.24971558589306,prob_RF
0.766,3,0,96.78972712680579,67.29237770193402,prob_RF
0.767,6,0,96.78972712680579,67.37770193401593,prob_RF
0.768,12,1,96.84323167469235,67.54835039817975,prob_RF
0.769,7,0,96.84323167469235,67.64789533560864,prob_RF
0.77,12,2,96.95024077046548,67.81854379977247,prob_RF
0.771,4,0,96.95024077046548,67.8754266211604,prob_RF
0.772,9,0,96.95024077046548,68.00341296928327,prob_RF
0.773,5,0,96.95024077046548,68.0745164960182,prob_RF
0.774,9,1,97.00374531835206,68.20250284414107,prob_RF
0.775,10,0,97.00374531835206,68.34470989761093,prob_RF
0.776,12,3,97.16425896201177,68.51535836177474,prob_RF
0.777,10,0,97.16425896201177,68.65756541524459,prob_RF
0.778,14,0,97.16425896201177,68.85665529010238,prob_RF
0.779,16,2,97.27126805778491,69.08418657565414,prob_RF
0.78,17,0,97.27126805778491,69.3259385665529,prob_RF
0.781,12,3,97.43178170144462,69.49658703071673,prob_RF
0.782,7,1,97.4852862493312,69.59613196814563,prob_RF
0.783,16,3,97.64579989299091,69.82366325369739,prob_RF
0.784,16,0,97.64579989299091,70.05119453924915,prob_RF
0.785,4,0,97.64579989299091,70.10807736063708,prob_RF
0.786,7,0,97.64579989299091,70.20762229806598,prob_RF
0.787,8,1,97.69930444087748,70.32138794084186,prob_RF
0.788,4,0,97.69930444087748,70.37827076222982,prob_RF
0.789,6,0,97.69930444087748,70.46359499431172,prob_RF
0.79,8,0,97.69930444087748,70.57736063708761,prob_RF
0.791,6,0,97.69930444087748,70.66268486916951,prob_RF
0.792,8,1,97.75280898876404,70.77645051194538,prob_RF
0.793,6,0,97.75280898876404,70.8617747440273,prob_RF
0.794,7,1,97.8063135366506,70.9613196814562,prob_RF
0.795,5,0,97.8063135366506,71.03242320819113,prob_RF
0.796,3,0,97.8063135366506,71.07508532423208,prob_RF
0.797,3,0,97.8063135366506,71.11774744027304,prob_RF
0.798,6,0,97.8063135366506,71.20307167235495,prob_RF
0.799,4,0,97.8063135366506,71.2599544937429,prob_RF
0.8,7,0,97.8063135366506,71.3594994311718,prob_RF
0.801,3,0,97.8063135366506,71.40216154721274,prob_RF
0.802,6,0,97.8063135366506,71.48748577929466,prob_RF
0.803,3,0,97.8063135366506,71.5301478953356,prob_RF
0.804,1,0,97.8063135366506,71.54436860068259,prob_RF
0.805,3,0,97.8063135366506,71.58703071672356,prob_RF
0.806,5,1,97.85981808453718,71.65813424345848,prob_RF
0.807,7,0,97.85981808453718,71.75767918088737,prob_RF
0.808,5,0,97.85981808453718,71.8287827076223,prob_RF
0.809,7,0,97.85981808453718,71.9283276450512,prob_RF
0.81,4,0,97.85981808453718,71.98521046643913,prob_RF
0.811,4,0,97.85981808453718,72.04209328782709,prob_RF
0.812,9,1,97.91332263242376,72.17007963594995,prob_RF
0.813,4,0,97.91332263242376,72.22696245733789,prob_RF
0.814,8,0,97.91332263242376,72.34072810011376,prob_RF
0.815,8,0,97.91332263242376,72.45449374288965,prob_RF
0.816,13,0,97.91332263242376,72.63936291240046,prob_RF
0.817,6,2,98.0203317281969,72.72468714448237,prob_RF
0.818,8,1,98.07383627608347,72.83845278725825,prob_RF
0.819,9,1,98.12734082397003,72.96643913538111,prob_RF
0.82,8,0,98.12734082397003,73.080204778157,prob_RF
0.821,9,0,98.12734082397003,73.20819112627987,prob_RF
0.822,4,0,98.12734082397003,73.2650739476678,prob_RF
0.823,11,2,98.23434991974318,73.42150170648463,prob_RF
0.824,7,0,98.23434991974318,73.52104664391354,prob_RF
0.825,7,0,98.23434991974318,73.62059158134244,prob_RF
0.826,8,0,98.23434991974318,73.73435722411831,prob_RF
0.827,6,0,98.23434991974318,73.81968145620023,prob_RF
0.828,7,0,98.23434991974318,73.91922639362912,prob_RF
0.829,9,1,98.28785446762976,74.04721274175199,prob_RF
0.83,9,2,98.3948635634029,74.17519908987485,prob_RF
0.831,9,0,98.3948635634029,74.30318543799773,prob_RF
0.832,11,2,98.50187265917603,74.45961319681457,prob_RF
0.833,12,0,98.50187265917603,74.63026166097838,prob_RF
0.834,7,1,98.5553772070626,74.72980659840728,prob_RF
0.835,11,0,98.5553772070626,74.88623435722411,prob_RF
0.836,3,0,98.5553772070626,74.92889647326507,prob_RF
0.837,10,1,98.60888175494918,75.07110352673493,prob_RF
0.838,7,0,98.60888175494918,75.17064846416382,prob_RF
0.839,11,1,98.66238630283574,75.32707622298066,prob_RF
0.84,6,0,98.66238630283574,75.41240045506257,prob_RF
0.841,9,0,98.66238630283574,75.54038680318543,prob_RF
0.842,12,1,98.7158908507223,75.71103526734926,prob_RF
0.843,21,1,98.76939539860888,76.00967007963595,prob_RF
0.844,10,0,98.76939539860888,76.1518771331058,prob_RF
0.845,9,1,98.82289994649545,76.27986348122867,prob_RF
0.846,8,0,98.82289994649545,76.39362912400455,prob_RF
0.847,21,0,98.82289994649545,76.69226393629124,prob_RF
0.848,9,0,98.82289994649545,76.8202502844141,prob_RF
0.849,13,1,98.87640449438202,77.00511945392492,prob_RF
0.85,7,0,98.87640449438202,77.10466439135382,prob_RF
0.851,6,0,98.87640449438202,77.18998862343572,prob_RF
0.852,9,0,98.87640449438202,77.31797497155858,prob_RF
0.853,9,0,98.87640449438202,77.44596131968146,prob_RF
0.854,11,1,98.92990904226859,77.60238907849829,prob_RF
0.855,22,0,98.92990904226859,77.91524459613197,prob_RF
0.856,24,0,98.92990904226859,78.2565415244596,prob_RF
0.857,10,0,98.92990904226859,78.39874857792947,prob_RF
0.858,2,0,98.92990904226859,78.42718998862344,prob_RF
0.859,6,0,98.92990904226859,78.51251422070534,prob_RF
0.86,2,0,98.92990904226859,78.54095563139933,prob_RF
0.861,4,0,98.92990904226859,78.59783845278726,prob_RF
0.862,10,0,98.92990904226859,78.7400455062571,prob_RF
0.863,4,0,98.92990904226859,78.79692832764505,prob_RF
0.864,5,0,98.92990904226859,78.86803185437998,prob_RF
0.865,6,0,98.92990904226859,78.9533560864619,prob_RF
0.866,14,1,98.98341359015517,79.15244596131969,prob_RF
0.867,11,0,98.98341359015517,79.30887372013652,prob_RF
0.868,11,0,98.98341359015517,79.46530147895335,prob_RF
0.869,6,0,98.98341359015517,79.55062571103527,prob_RF
0.87,12,0,98.98341359015517,79.72127417519908,prob_RF
0.871,11,0,98.98341359015517,79.87770193401593,prob_RF
0.872,4,0,98.98341359015517,79.93458475540388,prob_RF
0.873,11,0,98.98341359015517,80.09101251422071,prob_RF
0.874,12,1,99.03691813804173,80.26166097838453,prob_RF
0.875,7,0,99.03691813804173,80.36120591581343,prob_RF
0.876,10,0,99.03691813804173,80.50341296928327,prob_RF
0.877,8,0,99.03691813804173,80.61717861205916,prob_RF
0.878,6,0,99.03691813804173,80.70250284414107,prob_RF
0.879,10,0,99.03691813804173,80.84470989761093,prob_RF
0.88,10,0,99.03691813804173,80.98691695108077,prob_RF
0.881,4,0,99.03691813804173,81.04379977246872,prob_RF
0.882,3,0,99.03691813804173,81.08646188850967,prob_RF
0.883,13,1,99.0904226859283,81.27133105802048,prob_RF
0.884,10,0,99.0904226859283,81.41353811149033,prob_RF
0.885,11,1,99.14392723381488,81.56996587030717,prob_RF
0.886,9,0,99.14392723381488,81.69795221843003,prob_RF
0.887,10,0,99.14392723381488,81.84015927189988,prob_RF
0.888,3,0,99.14392723381488,81.88282138794084,prob_RF
0.889,8,0,99.14392723381488,81.99658703071673,prob_RF
0.89,9,1,99.19743178170144,82.1245733788396,prob_RF
0.891,9,1,99.25093632958801,82.25255972696246,prob_RF
0.892,7,1,99.30444087747459,82.35210466439136,prob_RF
0.893,10,0,99.30444087747459,82.49431171786121,prob_RF
0.894,8,0,99.30444087747459,82.60807736063708,prob_RF
0.895,12,0,99.30444087747459,82.77872582480092,prob_RF
0.896,9,0,99.30444087747459,82.90671217292378,prob_RF
0.897,7,0,99.30444087747459,83.00625711035268,prob_RF
0.898,4,0,99.30444087747459,83.06313993174061,prob_RF
0.899,7,0,99.30444087747459,83.16268486916951,prob_RF
0.9,10,1,99.35794542536117,83.30489192263937,prob_RF
0.901,8,0,99.35794542536117,83.41865756541524,prob_RF
0.902,13,0,99.35794542536117,83.60352673492605,prob_RF
0.903,12,1,99.41144997324773,83.77417519908987,prob_RF
0.904,20,0,99.41144997324773,84.05858930602957,prob_RF
0.905,24,0,99.41144997324773,84.39988623435723,prob_RF
0.906,16,1,99.4649545211343,84.62741751990899,prob_RF
0.907,18,0,99.4649545211343,84.88339021615472,prob_RF
0.908,19,1,99.51845906902086,85.15358361774744,prob_RF
0.909,17,0,99.51845906902086,85.39533560864618,prob_RF
0.91,13,0,99.51845906902086,85.580204778157,prob_RF
0.911,25,1,99.57196361690744,85.93572241183163,prob_RF
0.912,27,1,99.625468164794,86.31968145620023,prob_RF
0.913,14,0,99.625468164794,86.51877133105802,prob_RF
0.914,22,0,99.625468164794,86.83162684869168,prob_RF
0.915,39,0,99.625468164794,87.38623435722411,prob_RF
0.916,23,1,99.67897271268058,87.71331058020478,prob_RF
0.917,36,0,99.67897271268058,88.22525597269625,prob_RF
0.918,33,0,99.67897271268058,88.69453924914676,prob_RF
0.919,54,1,99.73247726056714,89.46245733788396,prob_RF
0.92,82,0,99.73247726056714,90.62855517633675,prob_RF
0.921,44,0,99.73247726056714,91.25426621160409,prob_RF
0.922,20,0,99.73247726056714,91.5386803185438,prob_RF
0.923,10,0,99.73247726056714,91.68088737201366,prob_RF
0.925,2,0,99.73247726056714,91.70932878270762,prob_RF
0.926,6,0,99.73247726056714,91.79465301478953,prob_RF
0.927,2,0,99.73247726056714,91.8230944254835,prob_RF
0.928,7,0,99.73247726056714,91.92263936291239,prob_RF
0.929,5,0,99.73247726056714,91.99374288964732,prob_RF
0.93,6,0,99.73247726056714,92.07906712172924,prob_RF
0.931,12,1,99.78598180845371,92.24971558589306,prob_RF
0.932,14,0,99.78598180845371,92.44880546075085,prob_RF
0.933,10,1,99.83948635634029,92.59101251422071,prob_RF
0.934,13,1,99.89299090422686,92.77588168373151,prob_RF
0.935,9,0,99.89299090422686,92.90386803185437,prob_RF
0.936,8,0,99.89299090422686,93.01763367463026,prob_RF
0.937,15,0,99.89299090422686,93.23094425483504,prob_RF
0.938,32,0,99.89299090422686,93.68600682593856,prob_RF
0.939,39,1,99.94649545211342,94.24061433447099,prob_RF
0.94,44,0,99.94649545211342,94.86632536973833,prob_RF
0.941,36,0,99.94649545211342,95.37827076222982,prob_RF
0.942,17,0,99.94649545211342,95.62002275312855,prob_RF
0.943,4,0,99.94649545211342,95.6769055745165,prob_RF
0.944,7,0,99.94649545211342,95.77645051194538,prob_RF
0.945,8,1,100.0,95.89021615472127,prob_RF
0.946,6,0,100.0,95.97554038680317,prob_RF
0.947,5,0,100.0,96.0466439135381,prob_RF
0.948,8,0,100.0,96.160409556314,prob_RF
0.949,16,0,100.0,96.38794084186576,prob_RF
0.95,27,0,100.0,96.77189988623437,prob_RF
0.951,32,0,100.0,97.22696245733789,prob_RF
0.952,40,0,100.0,97.7957906712173,prob_RF
0.953,32,0,100.0,98.25085324232083,prob_RF
0.954,43,0,100.0,98.86234357224119,prob_RF
0.955,36,0,100.0,99.37428896473264,prob_RF
0.956,44,0,100.0,100.0,prob_RF
0.29899999499320984,43,37,1.9796682718031033,0.6114903299203641,prob_XGB
0.30399999022483826,323,253,15.516318887105404,5.2047781569965865,prob_XGB
0.3479999899864197,12,9,15.997859818084537,5.375426621160409,prob_XGB
0.35499998927116394,15,12,16.63991439272338,5.588737201365188,prob_XGB
0.35899999737739563,30,25,17.97752808988764,6.015358361774744,prob_XGB
0.3610000014305115,123,89,22.7394328517924,7.764505119453926,prob_XGB
0.37599998712539673,7,5,23.006955591225253,7.864050056882821,prob_XGB
0.38100001215934753,14,9,23.48849652220439,8.063139931740615,prob_XGB
0.39399999380111694,86,55,26.431246655965758,9.286120591581343,prob_XGB
0.4059999883174896,40,28,27.929373996789725,9.85494880546075,prob_XGB
0.40799999237060547,5,3,28.08988764044944,9.926052332195678,prob_XGB
0.41200000047683716,96,59,31.246655965757093,11.291240045506257,prob_XGB
0.41999998688697815,10,8,31.674692348849653,11.433447098976108,prob_XGB
0.42899999022483826,1,0,31.674692348849653,11.447667804323094,prob_XGB
0.43700000643730164,6,5,31.942215088282506,11.532992036405005,prob_XGB
0.44200000166893005,5,2,32.049224184055646,11.604095563139932,prob_XGB
0.4429999887943268,12,9,32.530765115034775,11.774744027303754,prob_XGB
0.4560000002384186,94,56,35.527019796682715,13.111490329920365,prob_XGB
0.4569999873638153,29,23,36.75762439807384,13.523890784982937,prob_XGB
0.46000000834465027,98,56,39.75387907972178,14.917519908987487,prob_XGB
0.4650000035762787,62,37,41.73354735152488,15.79920364050057,prob_XGB
0.4690000116825104,11,7,42.108079186730876,15.955631399317404,prob_XGB
0.4749999940395355,49,30,43.71321562332798,16.652445961319682,prob_XGB
0.4779999852180481,6,3,43.873729266987695,16.737770193401595,prob_XGB
0.4860000014305115,6,4,44.087747458533975,16.823094425483504,prob_XGB
0.4909999966621399,7,2,44.19475655430712,16.9226393629124,prob_XGB
0.492000013589859,18,6,44.515783841626536,17.178612059158134,prob_XGB
0.49300000071525574,1,0,44.515783841626536,17.19283276450512,prob_XGB
0.4970000088214874,6,2,44.62279293739968,17.27815699658703,prob_XGB
0.5059999823570251,4,1,44.67629748528625,17.33503981797497,prob_XGB
0.5090000033378601,98,54,47.565543071161045,18.728668941979524,prob_XGB
0.5149999856948853,4,1,47.61904761904761,18.785551763367465,prob_XGB
0.5180000066757202,17,10,48.154093097913325,19.02730375426621,prob_XGB
0.5199999809265137,18,9,48.635634028892454,19.283276450511945,prob_XGB
0.5239999890327454,66,32,50.347779561262705,20.22184300341297,prob_XGB
0.5289999842643738,70,31,52.00642054574639,21.217292377701934,prob_XGB
0.5419999957084656,32,17,52.915997859818084,21.672354948805463,prob_XGB
0.5460000038146973,10,8,53.344034242910645,21.814562002275313,prob_XGB
0.5479999780654907,5,5,53.6115569823435,21.88566552901024,prob_XGB
0.550000011920929,1,1,53.665061530230076,21.899886234357226,prob_XGB
0.5509999990463257,17,6,53.98608881754949,22.14163822525597,prob_XGB
0.5550000071525574,24,18,54.94917067950775,22.482935153583618,prob_XGB
0.5559999942779541,8,4,55.16318887105404,22.5967007963595,prob_XGB
0.5609999895095825,1,1,55.21669341894061,22.610921501706486,prob_XGB
0.5699999928474426,18,8,55.644729802033176,22.866894197952217,prob_XGB
0.5730000138282776,173,92,60.56714820759764,25.32707622298066,prob_XGB
0.578000009059906,5,3,60.72766185125735,25.398179749715588,prob_XGB
0.5820000171661377,11,6,61.04868913857678,25.554607508532424,prob_XGB
0.5830000042915344,28,11,61.63723916532905,25.952787258248012,prob_XGB
0.5910000205039978,9,5,61.904761904761905,26.080773606370876,prob_XGB
0.593999981880188,35,13,62.60032102728732,26.578498293515356,prob_XGB
0.5989999771118164,25,9,63.08186195826645,26.934015927189986,prob_XGB
0.6000000238418579,2,1,63.13536650615303,26.96245733788396,prob_XGB
0.6029999852180481,2,0,63.13536650615303,26.99089874857793,prob_XGB
0.6050000190734863,12,5,63.40288924558587,27.161547212741755,prob_XGB
0.6079999804496765,5,3,63.56340288924559,27.23265073947668,prob_XGB
0.609000027179718,29,13,64.258962011771,27.64505119453925,prob_XGB
0.6100000143051147,5,3,64.41947565543072,27.71615472127418,prob_XGB
0.6129999756813049,29,8,64.84751203852326,28.128555176336747,prob_XGB
0.6169999837875366,6,4,65.06153023006955,28.213879408418656,prob_XGB
0.6240000128746033,51,16,65.91760299625467,28.939135381114905,prob_XGB
0.6290000081062317,38,17,66.82718031032637,29.47952218430034,prob_XGB
0.6309999823570251,6,2,66.93418940609952,29.564846416382252,prob_XGB
0.6320000290870667,17,5,67.20171214553237,29.806598407280998,prob_XGB
0.6330000162124634,3,2,67.30872124130552,29.84926052332196,prob_XGB
0.6349999904632568,100,36,69.23488496522204,31.27133105802048,prob_XGB
0.6380000114440918,3,2,69.34189406099517,31.313993174061434,prob_XGB
0.6389999985694885,3,1,69.39539860888175,31.35665529010239,prob_XGB
0.6430000066757202,48,11,69.98394863563404,32.03924914675768,prob_XGB
0.6510000228881836,19,6,70.30497592295345,32.3094425483504,prob_XGB
0.6520000100135803,5,2,70.4119850187266,32.38054607508533,prob_XGB
0.6539999842643738,23,7,70.78651685393258,32.707622298065985,prob_XGB
0.6549999713897705,20,10,71.32156233279828,32.992036405005685,prob_XGB
0.656000018119812,1,0,71.32156233279828,33.00625711035267,prob_XGB
0.6570000052452087,10,2,71.42857142857143,33.148464163822524,prob_XGB
0.6589999794960022,60,22,72.60567148207598,34.00170648464164,prob_XGB
0.6620000004768372,6,1,72.65917602996255,34.08703071672355,prob_XGB
0.6629999876022339,10,2,72.76618512573569,34.2292377701934,prob_XGB
0.6669999957084656,3,2,72.87319422150883,34.27189988623436,prob_XGB
0.6679999828338623,21,8,73.30123060460139,34.57053469852105,prob_XGB
0.6700000166893005,1,0,73.30123060460139,34.58475540386804,prob_XGB
0.6710000038146973,23,10,73.83627608346708,34.911831626848695,prob_XGB
0.6779999732971191,11,2,73.94328517924023,35.06825938566553,prob_XGB
0.6819999814033508,71,18,74.90636704119851,36.07792946530148,prob_XGB
0.6869999766349792,47,8,75.33440342429107,36.74630261660978,prob_XGB
0.6880000233650208,4,1,75.38790797217764,36.803185437997726,prob_XGB
0.6890000104904175,1,1,75.4414125200642,36.81740614334471,prob_XGB
0.6940000057220459,7,5,75.70893525949705,36.91695108077361,prob_XGB
0.7009999752044678,17,5,75.97645799892992,37.158703071672356,prob_XGB
0.7020000219345093,1,0,75.97645799892992,37.17292377701934,prob_XGB
0.7049999833106995,22,6,76.29748528624933,37.485779294653014,prob_XGB
0.7059999704360962,14,5,76.56500802568218,37.68486916951081,prob_XGB
0.7080000042915344,3,0,76.56500802568218,37.72753128555176,prob_XGB
0.7099999785423279,17,3,76.72552166934189,37.96928327645051,prob_XGB
0.7110000252723694,3,1,76.77902621722846,38.01194539249147,prob_XGB
0.7120000123977661,6,1,76.83253076511504,38.09726962457338,prob_XGB
0.7139999866485596,42,12,77.47458533975387,38.69453924914676,prob_XGB
0.7179999947547913,18,6,77.7956126270733,38.95051194539249,prob_XGB
0.7250000238418579,153,54,80.6848582129481,41.12627986348123,prob_XGB
0.7279999852180481,64,16,81.54093097913324,42.03640500568828,prob_XGB
0.7300000190734863,1,0,81.54093097913324,42.050625711035266,prob_XGB
0.7310000061988831,21,5,81.80845371856607,42.34926052332196,prob_XGB
0.7319999933242798,18,2,81.91546281433922,42.60523321956769,prob_XGB
0.7390000224113464,1,0,81.91546281433922,42.61945392491467,prob_XGB
0.7400000095367432,3,1,81.96896736222578,42.66211604095563,prob_XGB
0.7429999709129333,39,8,82.39700374531836,43.21672354948806,prob_XGB
0.746999979019165,1,0,82.39700374531836,43.23094425483504,prob_XGB
0.75,1,0,82.39700374531836,43.245164960182024,prob_XGB
0.7519999742507935,17,2,82.5040128410915,43.48691695108077,prob_XGB
0.753000020980835,4,0,82.5040128410915,43.54379977246872,prob_XGB
0.7549999952316284,26,6,82.8250401284109,43.91353811149033,prob_XGB
0.7559999823570251,50,13,83.52059925093633,44.624573378839585,prob_XGB
0.7620000243186951,1,0,83.52059925093633,44.63879408418658,prob_XGB
0.7680000066757202,1,1,83.57410379882289,44.653014789533565,prob_XGB
0.7689999938011169,1,1,83.62760834670947,44.66723549488055,prob_XGB
0.7710000276565552,2,0,83.62760834670947,44.695676905574516,prob_XGB
0.7720000147819519,1,1,83.68111289459604,44.7098976109215,prob_XGB
0.7760000228881836,98,16,84.53718566078116,46.10352673492606,prob_XGB
0.7770000100135803,10,2,84.6441947565543,46.2457337883959,prob_XGB
0.7789999842643738,116,17,85.553772070626,47.89533560864619,prob_XGB
0.7850000262260437,12,2,85.66078116639915,48.06598407281001,prob_XGB
0.7870000004768372,5,1,85.71428571428571,48.137087599544934,prob_XGB
0.7879999876022339,10,2,85.82129481005886,48.27929465301479,prob_XGB
0.7889999747276306,49,12,86.4633493846977,48.97610921501707,prob_XGB
0.7900000214576721,6,3,86.6238630283574,49.06143344709898,prob_XGB
0.7910000085830688,30,3,86.78437667201712,49.48805460750853,prob_XGB
0.7940000295639038,34,6,87.10540395933654,49.97155858930603,prob_XGB
0.800000011920929,47,6,87.42643124665597,50.63993174061433,prob_XGB
0.8040000200271606,34,14,88.17549491706795,51.123435722411834,prob_XGB
0.8059999942779541,2,0,88.17549491706795,51.151877133105806,prob_XGB
0.8069999814033508,30,6,88.49652220438738,51.57849829351536,prob_XGB
0.8109999895095825,16,1,88.55002675227395,51.80602957906713,prob_XGB
0.8130000233650208,6,0,88.55002675227395,51.89135381114903,prob_XGB
0.8140000104904175,31,5,88.8175494917068,52.33219567690558,prob_XGB
0.8180000185966492,8,3,88.9780631353665,52.44596131968146,prob_XGB
0.8230000138282776,19,6,89.29909042268592,52.71615472127418,prob_XGB
0.824999988079071,23,3,89.45960406634565,53.04323094425484,prob_XGB
0.8270000219345093,13,3,89.62011771000536,53.22810011376564,prob_XGB
0.8289999961853027,12,2,89.7271268057785,53.39874857792947,prob_XGB
0.8299999833106995,47,4,89.94114499732477,54.06712172923777,prob_XGB
0.8309999704360962,4,1,89.99464954521135,54.12400455062571,prob_XGB
0.8330000042915344,70,14,90.74371321562332,55.11945392491467,prob_XGB
0.8370000123977661,24,1,90.79721776350989,55.460750853242324,prob_XGB
0.8389999866485596,4,0,90.79721776350989,55.51763367463026,prob_XGB
0.8399999737739563,14,0,90.79721776350989,55.71672354948806,prob_XGB
0.8410000205039978,58,8,91.22525414660247,56.5415244596132,prob_XGB
0.8420000076293945,2,1,91.27875869448903,56.56996587030717,prob_XGB
0.8429999947547913,1,0,91.27875869448903,56.58418657565415,prob_XGB
0.843999981880188,49,9,91.76029962546816,57.28100113765643,prob_XGB
0.8450000286102295,34,5,92.02782236490101,57.76450511945392,prob_XGB
0.8460000157356262,22,2,92.13483146067416,58.07736063708761,prob_XGB
0.8489999771118164,1,0,92.13483146067416,58.09158134243459,prob_XGB
0.8500000238418579,142,22,93.31193151417871,60.110921501706486,prob_XGB
0.8539999723434448,3,0,93.31193151417871,60.153583617747444,prob_XGB
0.8550000190734863,16,4,93.52594970572498,60.381114903299206,prob_XGB
0.8569999933242798,26,2,93.63295880149812,60.75085324232082,prob_XGB
0.8579999804496765,1,1,93.6864633493847,60.7650739476678,prob_XGB
0.859000027179718,1,0,93.6864633493847,60.779294653014794,prob_XGB
0.8600000143051147,2,0,93.6864633493847,60.80773606370876,prob_XGB
0.8640000224113464,17,4,93.90048154093098,61.0494880546075,prob_XGB
0.8669999837875366,6,1,93.95398608881756,61.134812286689424,prob_XGB
0.8679999709129333,3,1,94.00749063670412,61.17747440273038,prob_XGB
0.8690000176429749,60,6,94.32851792402354,62.03071672354948,prob_XGB
0.8700000047683716,6,1,94.3820224719101,62.116040955631405,prob_XGB
0.8709999918937683,44,3,94.54253611556982,62.741751990898756,prob_XGB
0.8730000257492065,14,2,94.64954521134297,62.94084186575654,prob_XGB
0.8740000128746033,12,0,94.64954521134297,63.11149032992036,prob_XGB
0.875,135,7,95.02407704654897,65.03128555176336,prob_XGB
0.8759999871253967,71,8,95.45211342964151,66.04095563139933,prob_XGB
0.8769999742507935,10,2,95.55912252541467,66.18316268486917,prob_XGB
0.8799999952316284,3,0,95.55912252541467,66.22582480091013,prob_XGB
0.8809999823570251,30,3,95.71963616907438,66.65244596131969,prob_XGB
0.8830000162124634,17,1,95.77314071696095,66.89419795221842,prob_XGB
0.8840000033378601,52,12,96.41519529159979,67.63367463026167,prob_XGB
0.8859999775886536,26,1,96.46869983948636,68.00341296928327,prob_XGB
0.8880000114440918,26,3,96.62921348314607,68.3731513083049,prob_XGB
0.8889999985694885,2,0,96.62921348314607,68.40159271899886,prob_XGB
0.890999972820282,8,0,96.62921348314607,68.51535836177474,prob_XGB
0.8920000195503235,2,1,96.68271803103264,68.54379977246872,prob_XGB
